software,spearman,spearman_pvalue,>=R2
jedit-4.2,0.376292354,0.01,0.45
jedit-4.2,0.376292354,0.01,0.4
jedit-4.2,0.376292354,0.01,0.35
jedit-4.2,0.376292354,0.01,0.3
jedit-4.2,0.376292354,0.01,0.25
jedit-4.2,0.376292354,0.01,0.2
jedit-4.2,0.376292354,0.01,0.15
jedit-4.2,0.376292354,0.01,0.1
jedit-4.2,0.376292354,0.01,0.05
jedit-4.2,0.376424436,0.01,0
lucene-2.2,0.264718799,0.01,0.95
lucene-2.2,0.273775714,0.01,0.9
lucene-2.2,0.325262855,0.01,0.85
lucene-2.2,0.335129544,0.01,0.8
lucene-2.2,0.334123373,0.01,0.75
lucene-2.2,0.336691415,0.01,0.7
lucene-2.2,0.336691415,0.01,0.65
lucene-2.2,0.336691415,0.01,0.6
lucene-2.2,0.336691415,0.01,0.55
lucene-2.2,0.336691415,0.01,0.5
lucene-2.2,0.336691415,0.01,0.45
lucene-2.2,0.336691415,0.01,0.4
lucene-2.2,0.336691415,0.01,0.35
lucene-2.2,0.336691415,0.01,0.3
lucene-2.2,0.336691415,0.01,0.25
lucene-2.2,0.336691415,0.01,0.2
lucene-2.2,0.336691415,0.01,0.15
lucene-2.2,0.336691415,0.01,0.1
lucene-2.2,0.336691415,0.01,0.05
lucene-2.2,0.339667715,0.01,0
poi-2.0,0.068823466,None,0.95
poi-2.0,0.087302239,None,0.9
poi-2.0,0.107339779,None,0.85
poi-2.0,0.112259636,None,0.8
poi-2.0,0.107062303,None,0.75
poi-2.0,0.110668713,None,0.7
poi-2.0,0.109438221,None,0.65
poi-2.0,0.109438221,None,0.6
poi-2.0,0.109438221,None,0.55
poi-2.0,0.109438221,None,0.5
poi-2.0,0.109438221,None,0.45
poi-2.0,0.109438221,None,0.4
poi-2.0,0.109438221,None,0.35
poi-2.0,0.109438221,None,0.3
poi-2.0,0.109438221,None,0.25
poi-2.0,0.114658644,0.05,0.2
poi-2.0,0.114658644,0.05,0.15
poi-2.0,0.114658644,0.05,0.1
poi-2.0,0.114658644,0.05,0.05
poi-2.0,0.117646933,0.05,0
synapse-1.1,0.232701075,0.01,0.95
synapse-1.1,0.198380705,0.05,0.9
synapse-1.1,0.190257704,0.05,0.85
synapse-1.1,0.234903056,0.01,0.8
synapse-1.1,0.250350307,0.01,0.75
synapse-1.1,0.249334337,0.01,0.7
synapse-1.1,0.262784105,0.01,0.65
synapse-1.1,0.262784105,0.01,0.6
synapse-1.1,0.262784105,0.01,0.55
synapse-1.1,0.262784105,0.01,0.5
synapse-1.1,0.262784105,0.01,0.45
synapse-1.1,0.262784105,0.01,0.4
synapse-1.1,0.262784105,0.01,0.35
synapse-1.1,0.262784105,0.01,0.3
synapse-1.1,0.262784105,0.01,0.25
synapse-1.1,0.262784105,0.01,0.2
synapse-1.1,0.262784105,0.01,0.15
synapse-1.1,0.262784105,0.01,0.1
synapse-1.1,0.262784105,0.01,0.05
synapse-1.1,0.217633259,0.01,0
xerces-1.2,0.010773954,None,0.95
xerces-1.2,0.02642796,None,0.9
xerces-1.2,0.021094871,None,0.85
xerces-1.2,0.033069714,None,0.8
xerces-1.2,0.041391369,None,0.75
xerces-1.2,0.044362449,None,0.7
xerces-1.2,0.044139275,None,0.65
xerces-1.2,0.044139275,None,0.6
xerces-1.2,0.04306298,None,0.55
xerces-1.2,0.040069103,None,0.5
xerces-1.2,0.040069103,None,0.45
xerces-1.2,0.040069103,None,0.4
xerces-1.2,0.040069103,None,0.35
xerces-1.2,0.040069103,None,0.3
xerces-1.2,0.040069103,None,0.25
xerces-1.2,0.040069103,None,0.2
xerces-1.2,0.040069103,None,0.15
xerces-1.2,0.040069103,None,0.1
xerces-1.2,0.040069103,None,0.05
xerces-1.2,0.034102818,None,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
