software,spearman,spearman_pvalue,>=R2
ant-1.7,0.036328451,None,0.35
ant-1.7,0.036328451,None,0.3
ant-1.7,0.036328451,None,0.25
ant-1.7,0.036328451,None,0.2
ant-1.7,0.036328451,None,0.15
ant-1.7,0.036328451,None,0.1
ant-1.7,0.036328451,None,0.05
ant-1.7,0.036579234,None,0
camel-1.0,-0.05293042,None,0.95
camel-1.0,-0.050170776,None,0.9
camel-1.0,-0.045575917,None,0.85
camel-1.0,-0.076728652,None,0.8
camel-1.0,-0.072863373,None,0.75
camel-1.0,-0.072102307,None,0.7
camel-1.0,-0.086716477,None,0.65
camel-1.0,-0.085847969,None,0.6
camel-1.0,-0.086256197,None,0.55
camel-1.0,-0.086256197,None,0.5
camel-1.0,-0.086256197,None,0.45
camel-1.0,-0.086256197,None,0.4
camel-1.0,-0.086256197,None,0.35
camel-1.0,-0.086256197,None,0.3
camel-1.0,-0.086256197,None,0.25
camel-1.0,-0.086256197,None,0.2
camel-1.0,-0.086256197,None,0.15
camel-1.0,-0.086256197,None,0.1
camel-1.0,-0.086256197,None,0.05
camel-1.0,-0.083446729,None,0
ivy-2.0,-0.052035309,None,0.95
ivy-2.0,0.003714079,None,0.9
ivy-2.0,0.006421864,None,0.85
ivy-2.0,-0.003782015,None,0.8
ivy-2.0,-0.01864578,None,0.75
ivy-2.0,-0.02909087,None,0.7
ivy-2.0,-0.028149073,None,0.65
ivy-2.0,-0.028149073,None,0.6
ivy-2.0,-0.028149073,None,0.55
ivy-2.0,-0.029492553,None,0.5
ivy-2.0,-0.029492553,None,0.45
ivy-2.0,-0.029492553,None,0.4
ivy-2.0,-0.029492553,None,0.35
ivy-2.0,-0.029492553,None,0.3
ivy-2.0,-0.029492553,None,0.25
ivy-2.0,-0.029492553,None,0.2
ivy-2.0,-0.029492553,None,0.15
ivy-2.0,-0.029492553,None,0.1
ivy-2.0,-0.029492553,None,0.05
ivy-2.0,-0.036008336,None,0
jedit-4.2,0.040480724,None,0.95
jedit-4.2,-0.012140163,None,0.9
jedit-4.2,0.016393401,None,0.85
jedit-4.2,0.006714969,None,0.8
jedit-4.2,0.013846042,None,0.75
jedit-4.2,0.022798733,None,0.7
jedit-4.2,0.012296896,None,0.65
jedit-4.2,-0.0023185,None,0.6
jedit-4.2,-0.0023185,None,0.55
jedit-4.2,-0.0023185,None,0.5
jedit-4.2,-0.0023185,None,0.45
jedit-4.2,-0.0023185,None,0.4
jedit-4.2,-0.0023185,None,0.35
jedit-4.2,-0.0023185,None,0.3
jedit-4.2,-0.0023185,None,0.25
jedit-4.2,-0.0023185,None,0.2
jedit-4.2,-0.0023185,None,0.15
jedit-4.2,-0.0023185,None,0.1
jedit-4.2,-0.0023185,None,0.05
jedit-4.2,-0.001252146,None,0
jedit-4.3,0.08729543,None,0.95
jedit-4.3,0.097811545,None,0.9
jedit-4.3,0.081858199,None,0.85
jedit-4.3,0.080435655,None,0.8
jedit-4.3,0.080269687,None,0.75
jedit-4.3,0.079893273,None,0.7
jedit-4.3,0.07933974,None,0.65
jedit-4.3,0.079517188,None,0.6
jedit-4.3,0.079517188,None,0.55
jedit-4.3,0.079517188,None,0.5
jedit-4.3,0.079517188,None,0.45
jedit-4.3,0.079517188,None,0.4
jedit-4.3,0.079517188,None,0.35
jedit-4.3,0.079517188,None,0.3
jedit-4.3,0.079517188,None,0.25
jedit-4.3,0.079517188,None,0.2
jedit-4.3,0.079517188,None,0.15
jedit-4.3,0.079517188,None,0.1
jedit-4.3,0.079517188,None,0.05
jedit-4.3,0.079793021,None,0
lucene-2.2,-0.039669941,None,0.95
lucene-2.2,-0.079592015,None,0.9
lucene-2.2,-0.016432299,None,0.85
lucene-2.2,-0.037602893,None,0.8
lucene-2.2,-0.045805571,None,0.75
lucene-2.2,-0.043554051,None,0.7
lucene-2.2,-0.043554051,None,0.65
lucene-2.2,-0.043554051,None,0.6
lucene-2.2,-0.043554051,None,0.55
lucene-2.2,-0.043554051,None,0.5
lucene-2.2,-0.043554051,None,0.45
lucene-2.2,-0.043554051,None,0.4
lucene-2.2,-0.043554051,None,0.35
lucene-2.2,-0.043554051,None,0.3
lucene-2.2,-0.043554051,None,0.25
lucene-2.2,-0.043554051,None,0.2
lucene-2.2,-0.043554051,None,0.15
lucene-2.2,-0.043554051,None,0.1
lucene-2.2,-0.043554051,None,0.05
lucene-2.2,-0.044886036,None,0
poi-2.0,-0.184225678,0.01,0.95
poi-2.0,-0.224991752,0.01,0.9
poi-2.0,-0.246464833,0.01,0.85
poi-2.0,-0.235162086,0.01,0.8
poi-2.0,-0.231211277,0.01,0.75
poi-2.0,-0.224966275,0.01,0.7
poi-2.0,-0.220510402,0.01,0.65
poi-2.0,-0.220510402,0.01,0.6
poi-2.0,-0.220510402,0.01,0.55
poi-2.0,-0.220510402,0.01,0.5
poi-2.0,-0.220510402,0.01,0.45
poi-2.0,-0.220510402,0.01,0.4
poi-2.0,-0.220510402,0.01,0.35
poi-2.0,-0.220510402,0.01,0.3
poi-2.0,-0.220510402,0.01,0.25
poi-2.0,-0.212218262,0.01,0.2
poi-2.0,-0.212218262,0.01,0.15
poi-2.0,-0.212218262,0.01,0.1
poi-2.0,-0.212218262,0.01,0.05
poi-2.0,-0.207864439,0.01,0
synapse-1.1,-0.152814037,None,0.95
synapse-1.1,-0.207907049,0.01,0.9
synapse-1.1,-0.190447809,0.05,0.85
synapse-1.1,-0.179662228,0.05,0.8
synapse-1.1,-0.173132927,0.05,0.75
synapse-1.1,-0.178635071,0.05,0.7
synapse-1.1,-0.16770581,0.05,0.65
synapse-1.1,-0.16770581,0.05,0.6
synapse-1.1,-0.16770581,0.05,0.55
synapse-1.1,-0.16770581,0.05,0.5
synapse-1.1,-0.16770581,0.05,0.45
synapse-1.1,-0.16770581,0.05,0.4
synapse-1.1,-0.16770581,0.05,0.35
synapse-1.1,-0.16770581,0.05,0.3
synapse-1.1,-0.16770581,0.05,0.25
synapse-1.1,-0.16770581,0.05,0.2
synapse-1.1,-0.16770581,0.05,0.15
synapse-1.1,-0.16770581,0.05,0.1
synapse-1.1,-0.16770581,0.05,0.05
synapse-1.1,-0.18683664,0.01,0
xerces-1.2,-0.162701955,0.01,0.95
xerces-1.2,-0.14350783,0.01,0.9
xerces-1.2,-0.13797501,0.01,0.85
xerces-1.2,-0.132876072,0.01,0.8
xerces-1.2,-0.118502853,0.05,0.75
xerces-1.2,-0.106914541,0.05,0.7
xerces-1.2,-0.10721143,0.05,0.65
xerces-1.2,-0.10721143,0.05,0.6
xerces-1.2,-0.106078705,0.05,0.55
xerces-1.2,-0.107221116,0.05,0.5
xerces-1.2,-0.107221116,0.05,0.45
xerces-1.2,-0.107221116,0.05,0.4
xerces-1.2,-0.107221116,0.05,0.35
xerces-1.2,-0.107221116,0.05,0.3
xerces-1.2,-0.107221116,0.05,0.25
xerces-1.2,-0.107221116,0.05,0.2
xerces-1.2,-0.107221116,0.05,0.15
xerces-1.2,-0.107221116,0.05,0.1
xerces-1.2,-0.107221116,0.05,0.05
xerces-1.2,-0.111183122,0.05,0
