software,spearman,spearman_pvalue,>=R2
poi-2.0,0.041429715,None,0.9
poi-2.0,0.082191369,None,0.85
poi-2.0,0.071588488,None,0.8
poi-2.0,0.065624393,None,0.75
poi-2.0,0.06376819,None,0.7
poi-2.0,0.064298683,None,0.65
poi-2.0,0.064298683,None,0.6
poi-2.0,0.064298683,None,0.55
poi-2.0,0.064298683,None,0.5
poi-2.0,0.064298683,None,0.45
poi-2.0,0.064298683,None,0.4
poi-2.0,0.064298683,None,0.35
poi-2.0,0.064298683,None,0.3
poi-2.0,0.064298683,None,0.25
poi-2.0,0.099745891,None,0.2
poi-2.0,0.099745891,None,0.15
poi-2.0,0.099745891,None,0.1
poi-2.0,0.099745891,None,0.05
poi-2.0,0.100277074,None,0
synapse-1.1,-0.126591258,None,0.95
synapse-1.1,-0.122670009,None,0.9
synapse-1.1,-0.072794781,None,0.85
synapse-1.1,-0.078927965,None,0.8
synapse-1.1,-0.081373147,None,0.75
synapse-1.1,-0.091131418,None,0.7
synapse-1.1,-0.092667544,None,0.65
synapse-1.1,-0.092667544,None,0.6
synapse-1.1,-0.092667544,None,0.55
synapse-1.1,-0.092667544,None,0.5
synapse-1.1,-0.092667544,None,0.45
synapse-1.1,-0.092667544,None,0.4
synapse-1.1,-0.092667544,None,0.35
synapse-1.1,-0.092667544,None,0.3
synapse-1.1,-0.092667544,None,0.25
synapse-1.1,-0.092667544,None,0.2
synapse-1.1,-0.092667544,None,0.15
synapse-1.1,-0.092667544,None,0.1
synapse-1.1,-0.092667544,None,0.05
synapse-1.1,-0.094195074,None,0
xerces-1.2,0.227591966,0.01,0.95
xerces-1.2,0.253916037,0.01,0.9
xerces-1.2,0.233545689,0.01,0.85
xerces-1.2,0.245926742,0.01,0.8
xerces-1.2,0.269466884,0.01,0.75
xerces-1.2,0.274826693,0.01,0.7
xerces-1.2,0.27516835,0.01,0.65
xerces-1.2,0.27516835,0.01,0.6
xerces-1.2,0.275508071,0.01,0.55
xerces-1.2,0.276181771,0.01,0.5
xerces-1.2,0.276181771,0.01,0.45
xerces-1.2,0.276181771,0.01,0.4
xerces-1.2,0.276181771,0.01,0.35
xerces-1.2,0.276181771,0.01,0.3
xerces-1.2,0.276181771,0.01,0.25
xerces-1.2,0.276181771,0.01,0.2
xerces-1.2,0.276181771,0.01,0.15
xerces-1.2,0.276181771,0.01,0.1
xerces-1.2,0.276181771,0.01,0.05
xerces-1.2,0.271651516,0.01,0
